aha_id,mstate,mcrnum,year,national_network,vendor_network,hio,tefca_part,tefca_plan
6420023,IN,150169,2025,1,1,1,1,0
6420027,IN,150100,2022,1,0,1,0,0
6420031,IN,150075,2025,1,0,1,1,0
6420047,IN,150158,2025,1,1,1,0,1
6420055,IN,151315,2025,0,1,1,1,0
6420059,IN,150161,2025,1,1,1,0,1
6420068,IN,150183,2025,0,0,1,0,1
6420076,IN,150173,2025,1,1,1,0,1
6420085,IN,150045,2025,1,1,1,1,0
6420100,IN,151329,2025,1,0,1,0,0
6420130,IN,150051,2025,1,1,1,0,1
6420165,IN,151300,2025,1,0,1,0,0
6420190,IN,151326,2025,1,1,1,0,1
6420197,IN,150101,2025,1,1,1,1,0
6420198,IN,150172,2024,0,0,0,0,0
6420200,IN,150112,2025,0,1,1,0,0
6420235,IN,150005,2024,0,1,1,0,1
6420240,IN,151330,2025,0,1,1,1,0
6420270,IN,150018,2025,1,0,1,0,0
6420320,IN,150082,2025,1,1,1,0,1
6420441,IN,150109,2022,1,1,1,0,1
6420460,IN,151316,2025,1,1,1,0,1
6420465,IN,150001,2025,0,1,1,1,0
6420495,IN,150002,2024,1,1,1,0,1
6420520,IN,151333,2022,0,1,1,0,0
6420525,IN,150037,2025,1,0,1,1,0
6420530,IN,151332,2023,0,0,1,1,0
6420570,IN,151302,2023,1,1,1,0,1
6420590,IN,150091,2025,1,1,1,1,0
6420605,IN,150074,2025,1,1,1,1,0
6420620,IN,150024,2025,1,1,1,1,0
6420728,IN,150128,2025,1,1,1,1,0
6420750,IN,150009,2025,1,1,1,0,1
6420760,IN,150146,2025,1,1,1,1,0
6420775,IN,150007,2025,1,1,1,1,0
6420830,IN,151323,2025,1,1,1,1,0
6420855,IN,150086,2025,1,1,1,0,1
6420860,IN,150104,2022,0,0,1,0,0
6420870,IN,151317,2025,1,0,1,0,0
6420880,IN,150072,2023,1,0,1,0,0
6420920,IN,150011,2024,0,0,1,0,0
6421025,IN,151312,2025,1,1,1,0,1
6421040,IN,150089,2025,1,1,1,0,1
6421045,IN,150044,2022,0,1,1,0,0
6421080,IN,150030,2025,1,0,1,1,0
6421098,IN,150059,2025,1,1,1,0,1
6421108,IN,151306,2025,1,1,1,0,1
6421150,IN,150076,2024,1,1,1,0,0
6421160,IN,151320,2025,1,1,1,0,1
6421170,IN,151319,2025,1,1,1,0,1
6421190,IN,150048,2025,1,1,1,1,0
6421255,IN,151304,2025,1,0,1,0,1
6421259,IN,151334,2025,1,1,1,0,1
6421260,IN,150065,2025,0,0,1,0,1
6421270,IN,150097,2023,1,0,1,0,1
6421290,IN,150058,2025,1,0,1,0,0
6421300,IN,150012,2024,1,1,1,1,0
6421310,IN,151327,2025,0,0,1,0,1
6421325,IN,151322,2025,0,1,0,0,0
6421360,IN,150046,2025,1,0,0,1,0
6421366,IN,150023,2025,1,1,1,0,1
6421370,IN,151311,2025,1,1,1,0,1
6421410,IN,150042,2025,0,1,1,1,0
6421430,IN,151310,2025,1,1,1,1,0
6421485,IN,151305,2025,0,0,1,0,1
6424005,IN,151328,2025,1,1,1,0,1
6429153,IN,150021,2025,1,1,1,1,0
6430001,IL,140113,2025,1,1,1,1,0
6430005,IL,141304,2024,1,0,1,1,0
6430010,IL,140002,2025,1,1,1,0,1
6430016,IL,140280,2025,1,1,1,1,0
6430019,IL,140242,2025,1,1,0,0,1
6430021,IL,140010,2025,1,1,0,0,1
6430024,IL,140182,2025,1,1,1,1,0
6430028,IL,140172,2024,0,0,1,0,0
6430030,IL,140052,2025,1,1,1,1,0
6430034,IL,140304,2025,1,1,1,1,0
6430070,IL,141342,2025,1,1,1,0,1
6430100,IL,140029,2024,1,1,1,0,1
6430115,IL,140174,2025,0,0,1,0,1
6430160,IL,140291,2025,1,1,1,1,0
6430195,IL,140185,2025,1,1,1,0,1
6430200,IL,140187,2025,1,1,1,1,0
6430228,IL,141321,2025,0,0,0,0,0
6430240,IL,140054,2024,1,1,1,0,1
6430245,IL,140127,2025,1,0,1,0,0
6430260,IL,140162,2025,1,1,1,1,0
6430280,IL,140145,2025,1,1,1,1,0
6430320,IL,140001,2025,1,0,1,0,1
6430327,IL,140164,2022,0,1,0,0,1
6430337,IL,141347,2023,1,0,0,0,0
6430350,IL,141300,2025,0,0,1,0,0
6430360,IL,140034,2025,0,1,1,1,0
6430375,IL,140189,2025,1,0,0,1,0
6430400,IL,140115,2023,1,1,1,0,0
6430405,IL,140223,2025,1,1,1,1,0
6430484,IL,140239,2024,1,1,0,1,0
6430545,IL,140281,2025,1,1,0,0,1
6430560,IL,143300,2025,1,1,0,0,1
6430600,IL,140124,2025,1,0,0,1,0
6430700,IL,140133,2024,0,1,0,0,0
6430710,IL,140095,2025,0,0,0,1,0
6430830,IL,140083,2025,1,0,0,0,0
6430835,IL,140082,2023,1,0,1,0,0
6430841,IL,140276,2024,1,1,1,0,1
6430870,IL,140158,2025,0,0,0,0,0
6430930,IL,140018,2024,0,1,0,0,0
6430965,IL,140206,2025,1,0,0,0,0
6430985,IL,140119,2025,0,1,0,1,0
6431000,IL,140300,2025,1,0,0,1,0
6431020,IL,140117,2025,0,0,1,0,1
6431030,IL,140068,2025,0,0,1,0,1
6431060,IL,140062,2025,1,1,0,0,1
6431090,IL,140180,2025,0,0,1,0,1
6431150,IL,140048,2025,1,1,1,1,0
6431160,IL,140181,2025,0,0,1,0,0
6431180,IL,140114,2025,1,1,0,0,1
6431210,IL,140088,2025,0,0,0,0,0
6431285,IL,140093,2025,1,1,1,1,0
6431370,IL,140135,2023,0,1,0,0,0
6431390,IL,140166,2025,1,1,1,1,0
6431420,IL,140286,2025,1,1,0,0,1
6431460,IL,140012,2025,1,0,0,0,1
6431475,IL,140288,2025,1,1,1,1,0
6431490,IL,141331,2025,0,0,1,0,0
6431511,IL,140275,2024,1,0,1,1,0
6431560,IL,140032,2025,1,1,1,1,0
6431600,IL,140217,2025,0,0,1,0,1
6431610,IL,140030,2025,1,1,1,1,0
6431620,IL,140200,2025,1,1,0,0,1
6431623,IL,141309,2025,1,0,1,0,0
6431670,IL,140080,2025,0,0,1,0,1
6431690,IL,140179,2025,1,1,1,1,0
6431705,IL,141311,2025,0,0,0,0,0
6431710,IL,141351,2025,0,1,1,1,0
6431720,IL,140160,2025,0,0,0,0,0
6431750,IL,140064,2025,1,1,1,1,0
6431760,IL,141319,2024,1,0,0,0,1
6431765,IL,140211,2025,1,1,0,0,1
6431782,IL,141317,2025,0,0,0,0,1
6431790,IL,140292,2025,1,1,1,1,0
6431825,IL,140137,2025,1,1,1,1,0
6431830,IL,140210,2024,0,1,0,0,0
6431855,IL,141335,2024,1,1,0,1,0
6431860,IL,140191,2025,0,0,0,0,0
6431862,IL,141313,2025,1,0,1,1,0
6431865,IL,140250,2025,1,1,1,1,0
6431880,IL,141336,2025,1,1,1,1,0
6431900,IL,141332,2022,0,0,0,0,0
6431920,IL,140122,2025,1,1,1,1,0
6431927,IL,141316,2025,1,0,1,0,0
6431975,IL,140059,2025,1,0,0,0,1
6431990,IL,140007,2025,0,0,1,0,1
6432000,IL,140213,2025,1,0,0,1,0
6432025,IL,140186,2025,1,1,0,0,1
6432030,IL,140155,2025,0,0,1,0,1
6432040,IL,141325,2025,1,1,1,1,0
6432045,IL,140234,2022,0,0,0,0,0
6432055,IL,140065,2025,1,1,1,1,0
6432060,IL,140130,2025,1,1,0,0,1
6432075,IL,141344,2025,0,0,0,0,1
6432080,IL,140202,2025,1,1,1,1,0
6432090,IL,141322,2025,0,0,0,0,0
6432120,IL,141350,2025,1,1,1,1,0
6432127,IL,140116,2025,1,1,0,0,1
6432137,IL,140089,2023,1,0,0,0,0
6432165,IL,140184,2025,1,1,1,0,1
6432180,IL,140289,2025,0,1,1,0,1
6432192,IL,141326,2024,0,1,1,0,0
6432225,IL,141310,2025,1,1,1,1,0
6432230,IL,141323,2025,0,0,0,0,0
6432270,IL,141318,2025,1,1,1,1,0
6432280,IL,141301,2022,1,0,0,0,0
6432300,IL,140101,2024,0,0,0,0,1
6432320,IL,140046,2025,0,1,1,1,0
6432335,IL,140294,2025,1,1,1,0,1
6432350,IL,140231,2025,1,1,0,0,1
6432355,IL,141308,2025,0,1,1,1,0
6432413,IL,140208,2025,1,1,1,1,0
6432420,IL,140063,2024,1,1,1,0,1
6432435,IL,140008,2024,1,1,1,0,1
6432445,IL,141355,2025,1,0,1,0,0
6432480,IL,140110,2025,1,1,1,1,0
6432485,IL,140252,2025,1,1,0,0,1
6432490,IL,141341,2023,1,0,0,1,0
6432500,IL,141320,2023,0,0,0,0,0
6432530,IL,140120,2025,1,0,1,0,0
6432570,IL,140209,2025,1,0,1,0,0
6432615,IL,140013,2025,1,0,1,0,0
6432620,IL,140067,2025,1,1,1,1,0
6432670,IL,140161,2025,1,1,1,1,0
6432680,IL,141337,2025,1,1,1,1,0
6432739,IL,141343,2025,1,0,0,1,0
6432750,IL,141312,2025,0,1,0,1,0
6432800,IL,140233,2025,1,1,1,1,0
6432810,IL,140228,2025,1,1,1,1,0
6432850,IL,141328,2025,0,1,0,0,0
6432870,IL,141333,2022,0,0,0,0,0
6432910,IL,141340,2025,1,1,0,0,1
6432930,IL,141354,2025,1,1,1,1,0
6432940,IL,141349,2025,1,0,0,0,1
6432950,IL,140148,2025,0,0,0,0,1
6432980,IL,140053,2025,1,1,1,1,0
6433005,IL,140043,2025,1,0,0,0,1
6433050,IL,141339,2022,0,0,0,0,0
6433070,IL,140091,2025,1,0,1,0,0
6433118,IL,141346,2022,0,0,0,0,0
6433130,IL,141353,2025,0,0,0,0,1
6433170,IL,140084,2025,1,0,1,1,0
6440004,MI,230142,2025,1,1,1,1,0
6440013,MI,230097,2025,1,0,1,0,1
6440015,MI,231318,2022,0,1,1,0,0
6440021,MI,230038,2025,1,1,1,1,0
6440026,MI,230035,2025,1,1,1,1,0
6440027,MI,230104,2025,1,1,1,1,0
6440040,MI,230030,2025,1,1,1,0,1
6440043,MI,230297,2023,1,0,1,0,0
6440049,MI,230302,2023,1,1,1,1,0
6440080,MI,230036,2025,1,1,1,0,1
6440087,MI,230156,2024,1,1,1,1,0
6440120,MI,231340,2025,0,0,1,0,0
6440155,MI,230075,2023,1,1,1,1,0
6440215,MI,230021,2025,1,1,1,1,0
6440240,MI,230093,2025,1,1,1,1,0
6440280,MI,231329,2025,1,0,1,0,1
6440292,MI,230208,2023,0,1,1,0,0
6440295,MI,231316,2023,0,1,1,1,0
6440310,MI,231322,2023,0,0,0,0,0
6440320,MI,231327,2023,0,1,1,0,0
6440331,MI,230259,2024,1,1,1,1,0
6440332,MI,230180,2025,1,1,1,0,1
6440360,MI,230022,2023,1,1,0,0,1
6440405,MI,230020,2025,1,1,1,1,0
6440480,MI,233300,2025,1,1,1,1,0
6440503,MI,230005,2023,1,1,0,0,1
6440555,MI,230273,2025,1,1,1,1,0
6440630,MI,230024,2025,1,1,1,1,0
6440650,MI,230053,2023,1,1,1,1,0
6441000,MI,231337,2025,1,1,1,1,0
6441011,MI,230151,2025,1,1,1,1,0
6441030,MI,230132,2025,1,1,1,0,1
6441080,MI,231338,2025,1,1,1,1,0
6441087,MI,230244,2025,0,0,1,0,1
6441100,MI,231325,2025,1,1,1,0,1
6441120,MI,230174,2023,0,0,1,0,1
6441210,MI,230059,2024,1,1,1,1,0
6441231,MI,230236,2024,1,1,1,0,1
6441260,MI,230089,2025,1,1,1,1,0
6441290,MI,230108,2025,1,0,1,1,0
6441295,MI,231313,2025,1,0,1,0,0
6441320,MI,231339,2025,1,1,1,1,0
6441350,MI,230037,2025,0,1,1,0,1
6441380,MI,230069,2024,1,1,1,1,0
6441410,MI,231331,2023,0,1,1,0,0
6441440,MI,230055,2025,1,1,1,1,0
6441450,MI,231333,2022,0,1,1,0,0
6441470,MI,231321,2025,1,0,1,1,0
6441500,MI,230092,2022,1,1,1,0,1
6441550,MI,230017,2023,1,1,1,1,0
6441585,MI,231307,2025,0,0,1,0,0
6441595,MI,230230,2023,0,1,1,0,0
6441640,MI,230193,2023,1,0,1,0,0
6441660,MI,231319,2024,0,0,0,0,0
6441669,MI,230002,2024,1,1,1,1,0
6441670,MI,230110,2025,1,1,1,1,0
6441685,MI,231303,2025,1,0,1,0,0
6441705,MI,230303,2023,1,0,1,0,0
6441720,MI,230054,2025,1,0,1,1,0
6441750,MI,230217,2024,1,0,1,0,0
6441785,MI,230222,2025,1,1,1,0,1
6441795,MI,230099,2023,1,1,0,0,1
6441830,MI,230047,2022,1,1,1,0,1
6441870,MI,231308,2025,1,0,1,0,1
6441925,MI,231304,2024,0,1,1,0,0
6441990,MI,231305,2025,1,1,1,0,1
6442000,MI,231309,2022,0,1,1,0,0
6442030,MI,231332,2023,1,1,1,1,0
6442035,MI,230105,2024,1,0,1,0,1
6442060,MI,231310,2025,0,0,0,0,0
6442140,MI,230029,2024,1,1,1,1,0
6442155,MI,230031,2025,0,0,1,0,1
6442180,MI,231323,2025,1,1,1,1,0
6442200,MI,230277,2025,1,1,1,1,0
6442245,MI,230130,2025,1,1,1,1,0
6442290,MI,230077,2025,1,1,1,0,1
6442305,MI,231306,2022,0,0,1,0,0
6442310,MI,231326,2023,0,1,1,0,0
6442327,MI,231314,2025,1,0,1,0,0
6442330,MI,230239,2025,1,1,1,0,1
6442350,MI,231320,2024,1,1,1,1,0
6442353,MI,231312,2023,0,1,1,0,0
6442360,MI,230085,2023,1,1,1,1,0
6442390,MI,230096,2024,0,0,1,0,0
6442395,MI,230100,2025,1,1,1,0,1
6442410,MI,230015,2025,1,0,1,0,0
6442420,MI,230270,2025,1,1,1,1,0
6442455,MI,230176,2025,1,1,1,1,0
6442463,MI,230269,2025,1,1,1,1,0
6442485,MI,230078,2025,1,1,1,1,0
6442510,MI,230095,2025,1,1,1,0,1
6442520,MI,230146,2022,1,1,1,0,1
6442560,MI,230003,2025,1,1,1,1,0
6450008,WI,520107,2025,0,1,1,0,1
6450015,WI,520066,2024,1,1,0,1,0
6450017,WI,520138,2025,1,1,1,1,0
6450019,WI,520189,2025,1,1,1,1,0
6450021,WI,520193,2025,1,1,1,1,0
6450032,WI,520198,2025,1,1,1,1,0
6450035,WI,521308,2023,1,1,1,0,1
6450036,WI,520202,2025,1,1,1,1,0
6450038,WI,521357,2024,1,1,0,1,0
6450040,WI,521350,2022,0,1,1,0,0
6450045,WI,520160,2025,1,1,1,0,1
6450078,WI,521359,2023,1,0,1,0,0
6450100,WI,521347,2022,0,1,0,0,0
6450110,WI,520057,2025,0,1,1,1,0
6450135,WI,520076,2025,1,1,1,1,0
6450160,WI,520100,2025,1,0,1,0,0
6450170,WI,521355,2025,1,1,1,0,1
6450175,WI,520206,2025,1,1,1,1,0
6450180,WI,521333,2025,1,0,1,0,1
6450195,WI,521344,2024,0,1,1,0,0
6450200,WI,520059,2025,1,1,1,1,0
6450235,WI,521354,2022,1,1,0,0,0
6450239,WI,520207,2025,1,1,1,1,0
6450240,WI,520017,2023,1,1,0,0,0
6450250,WI,521338,2022,1,1,1,0,0
6450261,WI,521353,2025,1,1,1,1,0
6450265,WI,521312,2025,0,0,0,0,0
6450280,WI,521352,2025,1,1,1,1,0
6450295,WI,521307,2025,1,1,1,1,0
6450300,WI,521300,2025,0,1,1,0,1
6450330,WI,520013,2023,1,1,0,0,0
6450340,WI,521319,2025,0,1,1,0,0
6450360,WI,520102,2025,1,1,1,1,0
6450380,WI,520088,2025,0,1,1,1,0
6450390,WI,520071,2023,1,0,0,0,0
6450410,WI,521331,2023,0,0,0,0,0
6450420,WI,520049,2022,1,1,1,0,1
6450423,WI,520208,2025,0,1,1,1,0
6450440,WI,520097,2025,1,1,1,1,0
6450450,WI,520075,2025,1,1,1,1,0
6450470,WI,520038,2025,1,1,1,1,0
6450482,WI,520212,2025,1,1,1,1,0
6450524,WI,520213,2025,0,1,1,0,1
6450610,WI,520021,2025,0,1,1,0,0
6450680,WI,520087,2025,1,1,1,1,0
6450700,WI,521328,2025,1,1,1,1,0
6450745,WI,521322,2025,0,1,1,1,0
6450775,WI,520089,2025,1,1,1,1,0
6450810,WI,520083,2025,0,1,1,1,0
6450820,WI,520098,2025,1,1,1,1,0
6450850,WI,520113,2025,1,1,1,1,0
6450860,WI,520037,2025,1,1,1,1,0
6450865,WI,520064,2023,1,1,1,1,0
6450880,WI,520109,2025,0,1,1,0,1
6450892,WI,521324,2022,0,1,1,0,0
6450905,WI,520103,2025,0,1,1,0,1
6450940,WI,521339,2022,0,1,1,0,0
6451030,WI,523300,2025,1,1,1,1,0
6451280,WI,520028,2025,0,1,1,1,0
6451290,WI,520045,2025,1,1,1,0,1
6451300,WI,521323,2025,1,1,1,1,0
6451320,WI,521326,2025,1,1,1,0,1
6451335,WI,520062,2022,0,1,1,0,1
6451370,WI,521310,2025,1,1,1,1,0
6451430,WI,521325,2025,1,1,1,1,0
6451490,WI,520041,2022,0,1,1,0,0
6451515,WI,521330,2023,0,1,1,0,0
6451525,WI,520095,2025,1,0,1,1,0
6451600,WI,521351,2025,0,0,1,0,0
6451615,WI,520019,2025,0,1,1,0,1
6451630,WI,520011,2025,1,1,1,1,0
6451660,WI,521341,2025,1,0,1,1,0
6451670,WI,521321,2025,0,1,1,1,0
6451675,WI,521349,2025,1,1,1,1,0
6451695,WI,521337,2022,0,1,0,0,0
6451710,WI,521346,2025,1,1,1,0,1
6451720,WI,520044,2025,1,1,1,1,0
6451740,WI,520035,2025,1,1,1,1,0
6451800,WI,521311,2022,0,1,1,0,0
6451830,WI,520002,2022,0,1,1,0,0
6451840,WI,521343,2025,0,1,1,0,0
6451850,WI,521358,2024,1,0,1,0,1
6451891,WI,521329,2025,1,1,1,0,1
6451895,WI,521320,2024,1,1,1,0,0
6451910,WI,521313,2022,0,1,1,0,0
6451920,WI,520034,2025,1,1,1,1,0
6451960,WI,521348,2025,0,1,1,0,1
6451995,WI,520116,2025,0,1,1,1,0
6452020,WI,520008,2022,1,1,1,0,1
6452035,WI,521334,2025,1,1,1,0,1
6452055,WI,521327,2025,0,1,1,1,0
6452085,WI,520030,2022,0,1,1,0,0
6452115,WI,520177,2025,0,1,1,0,1
6452165,WI,520139,2025,1,1,1,1,0
6452170,WI,520063,2025,0,1,1,0,1
6452250,WI,521303,2025,1,1,1,0,1
6452290,WI,520033,2022,0,1,1,0,0
6452305,WI,520091,2025,0,1,1,0,1
6459171,WI,520210,2025,1,1,1,1,0
6459174,WI,,2023,0,0,0,0,0
6459177,WI,520215,2025,1,1,1,1,0
6510003,KY,180038,2025,1,1,1,0,1
6510007,KY,180013,2024,1,0,0,0,0
6510040,KY,180009,2025,1,1,1,0,1
6510044,KY,181328,2025,1,0,1,0,0
6510048,KY,180025,2025,1,0,1,0,1
6510049,KY,181327,2025,0,0,1,0,0
6510050,KY,181329,2025,1,0,1,0,1
6510065,KY,180124,2025,1,0,1,1,0
6510076,KY,180087,2022,0,0,1,0,0
6510081,KY,181310,2025,0,0,1,0,0
6510110,KY,180035,2025,1,1,1,0,1
6510120,KY,180045,2025,1,1,1,0,1
6510130,KY,180079,2023,0,0,1,0,0
6510140,KY,180048,2024,1,0,1,0,1
6510172,KY,180780,2025,1,0,1,1,0
6510184,KY,180001,2025,1,1,1,0,1
6510195,KY,180127,2025,1,0,1,1,0
6510230,KY,180101,2025,1,0,1,1,0
6510260,KY,180004,2025,1,1,1,0,1
6510275,KY,180050,2025,1,0,1,0,0
6510280,KY,181302,2024,1,0,1,0,1
6510283,KY,181323,2022,0,0,1,0,0
6510287,KY,180029,2025,1,0,1,0,0
6510320,KY,180056,2025,1,1,1,0,1
6510350,KY,181316,2025,1,0,1,0,0
6510355,KY,181301,2023,0,1,1,1,0
6510400,KY,180024,2025,1,0,1,1,0
6510403,KY,180070,2025,1,1,1,0,1
6510435,KY,180143,2025,1,0,1,0,1
6510440,KY,180010,2025,1,0,1,0,1
6510455,KY,180067,2022,1,1,1,0,1
6510475,KY,180011,2025,1,0,1,0,1
6510488,KY,180088,2025,1,1,1,0,1
6510510,KY,180040,2025,1,1,1,0,1
6510540,KY,189801,2025,1,1,1,0,1
6510550,KY,180141,2025,1,1,1,0,1
6510620,KY,180037,2025,1,1,1,0,1
6510670,KY,180093,2025,1,1,1,0,1
6510685,KY,181305,2025,1,0,1,0,0
6510695,KY,180116,2025,1,0,1,1,0
6510710,KY,180019,2025,1,0,1,1,0
6510712,KY,181331,2025,1,0,1,0,0
6510715,KY,180020,2025,1,0,1,0,0
6510717,KY,180018,2025,0,0,1,0,1
6510732,KY,181306,2025,1,1,1,0,1
6510740,KY,180064,2025,1,0,1,0,1
6510750,KY,180027,2023,0,1,1,0,1
6510810,KY,180102,2024,0,1,1,0,1
6510830,KY,180078,2025,1,0,1,0,0
6510834,KY,180046,2025,1,0,1,1,0
6510860,KY,180044,2023,0,1,1,0,1
6510873,KY,180005,2025,1,0,1,0,0
6510874,KY,181322,2025,1,0,1,1,0
6510915,KY,180066,2022,0,0,1,0,0
6510920,KY,180016,2025,1,1,1,0,1
6510935,KY,180069,2025,1,0,1,0,0
6510938,KY,181315,2025,1,0,1,0,1
6510940,KY,180132,2022,1,1,1,0,1
6510950,KY,181308,2025,1,0,1,1,0
6510960,KY,181307,2025,1,0,1,0,0
6510967,KY,180002,2025,1,0,1,0,0
6510969,KY,181311,2025,1,1,1,0,1
6510970,KY,180092,2025,1,0,1,1,0
6511000,KY,181330,2023,0,0,1,0,0
6519065,KY,180043,2025,1,1,1,1,0
6519070,KY,181320,2025,0,0,1,0,0
6520002,TN,440161,2025,1,0,0,1,0
6520004,TN,440193,2025,1,1,1,0,1
6520010,TN,440068,2025,1,0,1,1,0
6520015,TN,440156,2025,1,0,0,1,0
6520016,TN,440176,2022,1,1,1,0,0
6520018,TN,440217,2025,1,1,1,1,0
6520019,TN,440091,2025,1,0,1,0,1
6520023,TN,441304,2022,1,1,1,0,0
6520028,TN,440227,2025,1,0,0,1,0
6520035,TN,441320,2025,0,1,0,0,1
6520040,TN,440012,2022,1,1,1,0,0
6520042,TN,441313,2022,1,1,1,0,0
6520043,TN,440150,2025,1,0,0,1,0
6520065,TN,440104,2025,1,1,1,1,0
6520066,TN,441316,2025,0,1,0,0,1
6520067,TN,441307,2025,1,0,1,1,0
6520209,TN,440073,2025,1,0,1,0,0
6520212,TN,440059,2025,1,0,0,0,1
6520214,TN,440131,2025,1,1,1,1,0
6520215,TN,440009,2025,1,1,1,0,1
6520230,TN,440046,2025,1,0,0,1,0
6520253,TN,440018,2022,1,1,1,0,0
6520254,TN,440072,2025,0,1,0,0,1
6520270,TN,440001,2022,1,1,1,0,0
6520280,TN,440102,2023,1,1,1,0,0
6520294,TN,440029,2025,0,0,0,0,0
6520297,TN,440003,2025,1,0,1,1,0
6520350,TN,440031,2025,1,1,1,0,1
6520353,TN,441301,2025,1,0,1,1,0
6520466,TN,440063,2022,1,1,1,0,0
6520470,TN,440017,2022,1,1,1,0,0
6520485,TN,440184,2022,1,1,1,0,0
6520506,TN,443303,2023,0,1,1,1,0
6520510,TN,440125,2025,1,1,1,0,1
6520530,TN,440173,2025,1,1,1,0,1
6520575,TN,440015,2025,1,0,1,0,1
6520576,TN,441305,2025,1,0,0,0,0
6520590,TN,440175,2025,1,0,1,1,0
6520648,TN,440187,2022,1,1,1,0,1
6520650,TN,440110,2025,1,1,1,0,1
6520665,TN,440007,2025,0,0,0,0,0
6520668,TN,440061,2025,0,1,0,0,1
6520670,TN,440011,2025,0,0,0,0,0
6520681,TN,440048,2025,1,1,1,1,0
6520695,TN,440152,2023,1,0,0,0,0
6520745,TN,440194,2025,1,0,0,1,0
6520785,TN,440049,2025,1,1,1,1,0
6520812,TN,440183,2025,1,0,1,0,0
6520885,TN,440060,2025,0,1,0,0,1
6520895,TN,440030,2025,1,1,1,0,1
6521020,TN,440006,2025,1,0,0,1,0
6521035,TN,440197,2025,1,0,0,1,0
6521060,TN,440039,2025,1,1,1,0,1
6521080,TN,440034,2025,1,1,1,0,1
6521095,TN,440132,2025,0,1,0,0,1
6521116,TN,441306,2025,1,1,1,1,0
6521135,TN,440020,2025,1,0,1,1,0
6521145,TN,441314,2025,1,0,1,0,0
6521158,TN,440032,2022,1,1,1,0,0
6521170,TN,440081,2025,1,1,1,0,1
6521185,TN,440058,2025,1,0,1,0,0
6521195,TN,440137,2025,1,1,1,0,1
6521210,TN,440065,2024,1,0,1,0,0
6521222,TN,440057,2024,1,1,1,0,1
6521224,TN,440144,2025,1,1,1,0,1
6521225,TN,440130,2025,1,1,1,1,0
6524010,TN,440002,2025,0,1,0,0,1
6529075,TN,440016,2025,1,1,1,1,0
6530006,AL,010113,2025,1,1,1,1,0
6530050,AL,010036,2025,1,0,1,1,0
6530070,AL,010078,2022,0,0,0,0,0
6530116,AL,010129,2025,1,1,1,1,0
6530142,AL,010114,2025,0,0,1,0,1
6530161,AL,010104,2025,1,0,0,0,0
6530304,AL,010033,2025,1,0,1,0,1
6530308,AL,010005,2022,0,1,0,0,0
6530313,AL,010022,2025,1,1,1,1,0
6530345,AL,010112,2025,0,0,0,0,0
6530380,AL,010034,2024,0,0,0,0,0
6530390,AL,010049,2025,0,0,0,0,0
6530394,AL,011304,2025,1,1,1,1,0
6530415,AL,010148,2024,0,0,0,0,0
6530417,AL,010100,2025,1,1,1,1,0
6530425,AL,010045,2023,0,0,1,0,1
6530440,AL,010006,2025,1,0,0,0,0
6530446,AL,010083,2025,0,1,1,0,0
6530460,AL,010040,2025,1,0,1,0,0
6530470,AL,010046,2025,0,0,1,0,1
6530475,AL,010062,2023,1,0,1,0,0
6530516,AL,010044,2025,1,0,1,0,1
6530521,AL,010131,2022,0,0,0,0,0
6530600,AL,010087,2023,1,0,1,0,1
6530705,AL,010023,2024,1,1,1,1,0
6530760,AL,010029,2024,0,0,0,0,0
6530765,AL,010007,2023,0,0,0,1,0
6530780,AL,010108,2025,1,0,1,0,1
6530800,AL,010149,2024,1,1,1,1,0
6530810,AL,010158,2022,0,1,0,0,1
6530823,AL,010061,2022,0,0,1,0,0
6530860,AL,010118,2022,1,1,1,0,1
6530880,AL,010019,2025,1,0,1,0,0
653090A,AL,010157,2025,1,0,0,1,0
653095A,AL,010126,2023,0,0,0,0,0
6530960,AL,010092,2023,0,0,1,0,1
6531017,AL,010097,2023,0,0,0,0,0
6531027,AL,010086,2025,1,0,1,0,1
6531040,AL,010138,2023,0,0,0,0,0
6539120,AL,011302,2025,1,0,0,0,0
6539160,AL,011306,2025,1,1,0,0,1
6540001,MS,250100,2025,1,1,1,1,0
6540004,MS,250001,2022,1,1,1,0,1
6540007,MS,250102,2025,1,1,1,1,0
6540014,MS,251323,2025,1,1,1,1,0
6540019,MS,250031,2022,1,0,0,0,1
6540020,MS,250025,2025,1,0,1,0,1
6540021,MS,250040,2025,1,1,0,1,0
6540030,MS,251329,2023,0,1,1,0,0
6540032,MS,250082,2025,0,0,1,0,1
6540037,MS,250162,2025,1,1,1,1,0
6540080,MS,250044,2025,1,1,1,1,0
6540100,MS,250096,2022,0,0,0,0,0
6540110,MS,250057,2025,0,0,0,0,1
6540116,MS,251331,2025,1,1,1,1,0
6540123,MS,251315,2025,1,1,1,1,0
6540130,MS,251309,2025,1,0,0,0,0
6540156,MS,250042,2023,0,0,0,0,0
6540161,MS,250093,2022,1,1,1,0,1
6540165,MS,251325,2022,1,0,1,0,0
6540170,MS,250085,2022,1,1,1,0,0
6540215,MS,250058,2022,1,0,1,0,1
6540235,MS,251300,2025,1,1,1,0,0
6540280,MS,250099,2023,0,0,1,0,0
6540290,MS,250168,2022,0,1,0,0,0
6540295,MS,250123,2025,1,1,0,1,0
6540300,MS,250019,2025,1,0,1,1,0
6540315,MS,250078,2022,1,1,1,0,0
6540355,MS,250095,2022,1,0,0,0,0
