aha_id,mstate,facility_id,year,national_network,vendor_network,hio,tefca_part,tefca_plan,tefca_status
6630160,MO,261322,2023,1,0,1,0,0,Neither current nor planned
6631445,MO,260022,2024,0,0,0,0,0,Neither current nor planned
6640001,ND,350019,2023,1,1,1,0,1,Planned TEFCA
6640062,ND,351319,2023,0,1,1,0,0,Neither current nor planned
6640130,ND,351314,2024,0,0,0,0,0,Neither current nor planned
6640310,ND,351323,2023,0,0,0,0,0,Neither current nor planned
6640455,ND,351302,2024,0,0,0,0,0,Neither current nor planned
6650003,SD,431340,2024,1,0,1,0,0,Neither current nor planned
6650004,SD,430014,2024,1,0,1,0,0,Neither current nor planned
6650065,SD,431331,2024,1,0,1,0,0,Neither current nor planned
6650072,SD,431332,2024,1,0,1,0,0,Neither current nor planned
6650080,SD,431308,2024,1,0,1,0,0,Neither current nor planned
6650110,SD,431310,2024,1,0,1,0,0,Neither current nor planned
6650145,SD,431302,2024,1,0,1,0,0,Neither current nor planned
6650149,SD,431338,2024,1,0,1,0,0,Neither current nor planned
6650258,SD,431314,2023,0,0,1,0,0,Neither current nor planned
6650260,SD,431326,2024,1,0,1,0,0,Neither current nor planned
6650270,SD,431337,2024,1,0,1,0,0,Neither current nor planned
6650320,SD,431330,2024,1,0,1,0,0,Neither current nor planned
6650325,SD,431319,2023,1,1,1,0,1,Planned TEFCA
6650330,SD,430015,2024,1,0,1,0,0,Neither current nor planned
6650345,SD,431306,2024,1,0,1,0,0,Neither current nor planned
6650411,SD,431317,2024,1,0,1,0,0,Neither current nor planned
6650420,SD,430016,2024,1,0,1,0,0,Neither current nor planned
6650445,SD,431327,2024,1,0,1,0,0,Neither current nor planned
6650470,SD,431315,2024,1,0,1,0,0,Neither current nor planned
6650515,SD,431324,2024,1,0,1,0,0,Neither current nor planned
6650530,SD,430012,2024,1,0,1,0,0,Neither current nor planned
6659005,SD,431312,2024,1,0,1,0,0,Neither current nor planned
6660028,NE,281343,2024,1,0,1,1,0,Current TEFCA
6660115,NE,281318,2023,1,0,1,0,0,Neither current nor planned
6660166,NE,281331,2024,1,0,1,0,0,Neither current nor planned
6660167,NE,281354,2024,0,1,1,0,0,Neither current nor planned
6660200,NE,281352,2023,0,0,1,0,0,Neither current nor planned
6660270,NE,281358,2024,0,0,1,1,0,Current TEFCA
6660305,NE,281304,2024,0,0,0,0,0,Neither current nor planned
6660414,NE,280134,2023,0,0,1,0,0,Neither current nor planned
6660610,NE,281355,2024,1,0,1,0,1,Planned TEFCA
6660747,NE,281329,2024,1,0,1,0,0,Neither current nor planned
6660815,NE,281349,2024,1,0,1,1,0,Current TEFCA
6660939,NE,281350,2023,1,0,1,0,1,Planned TEFCA
6660960,NE,281344,2023,0,0,1,0,0,Neither current nor planned
6669130,NE,281338,2023,0,0,1,0,0,Neither current nor planned
6670004,KS,170013,2023,1,0,1,0,1,Planned TEFCA
6670013,KS,171346,2023,1,0,1,0,0,Neither current nor planned
6670026,KS,173300,2024,1,0,1,0,1,Planned TEFCA
6670030,KS,170150,2023,0,0,0,0,0,Neither current nor planned
6670042,KS,170194,2023,0,0,1,0,0,Neither current nor planned
6670088,KS,171385,2024,0,0,1,1,0,Current TEFCA
6670130,KS,171362,2024,1,1,1,1,0,Current TEFCA
6670290,KS,171376,2023,0,0,1,0,0,Neither current nor planned
6670335,KS,171365,2023,0,0,1,0,0,Neither current nor planned
6670370,KS,171357,2024,1,0,1,0,1,Planned TEFCA
6670385,KS,171333,2024,1,0,1,0,1,Planned TEFCA
6670402,KS,171347,2024,0,0,0,0,0,Neither current nor planned
6670455,KS,171369,2023,0,0,1,0,0,Neither current nor planned
6670517,KS,171331,2024,0,0,0,0,0,Neither current nor planned
6670535,KS,171345,2023,1,0,1,0,1,Planned TEFCA
6670693,KS,170075,2024,1,0,1,1,0,Current TEFCA
6670700,KS,171344,2024,0,0,1,0,0,Neither current nor planned
6670760,KS,171354,2023,1,0,1,1,0,Current TEFCA
6670845,KS,171300,2024,0,0,0,0,0,Neither current nor planned
6670860,KS,171338,2023,1,0,1,0,0,Neither current nor planned
6670865,KS,171310,2023,1,0,0,0,0,Neither current nor planned
6670913,KS,171377,2023,1,0,1,0,0,Neither current nor planned
6671010,KS,170016,2024,0,1,1,0,0,Neither current nor planned
6671043,KS,171359,2024,1,0,1,0,0,Neither current nor planned
6671210,KS,171383,2024,0,0,1,0,0,Neither current nor planned
6710055,AR,040069,2024,0,1,1,1,0,Current TEFCA
6710083,AR,040050,2024,1,0,1,0,0,Neither current nor planned
6710145,AR,040088,2024,0,0,1,0,0,Neither current nor planned
6710175,AR,041304,2023,0,0,0,0,0,Neither current nor planned
6710198,AR,040019,2024,0,0,0,0,0,Neither current nor planned
6710448,AR,041308,2024,1,0,1,0,0,Neither current nor planned
6710510,AR,040039,2023,0,0,1,0,0,Neither current nor planned
6710515,AR,041330,2023,1,0,1,0,0,Neither current nor planned
6710520,AR,040071,2023,0,0,1,0,0,Neither current nor planned
6710525,AR,040047,2023,0,0,1,0,0,Neither current nor planned
6710617,AR,041309,2023,0,0,1,0,0,Neither current nor planned
6720011,LA,190034,2023,0,0,0,0,0,Neither current nor planned
6720032,LA,190176,2023,0,0,1,1,0,Current TEFCA
6720158,LA,190190,2023,0,0,0,0,0,Neither current nor planned
6720192,LA,190267,2023,1,0,1,0,1,Planned TEFCA
6720217,LA,190050,2023,0,0,1,0,0,Neither current nor planned
6720244,LA,191325,2023,0,0,1,0,0,Neither current nor planned
6720270,LA,190114,2024,1,0,1,0,0,Neither current nor planned
6720380,LA,190164,2023,0,0,0,0,0,Neither current nor planned
6720400,LA,190218,2023,0,1,1,0,0,Neither current nor planned
6720418,LA,190146,2023,1,1,1,0,1,Planned TEFCA
6720495,LA,191303,2024,1,1,1,0,1,Planned TEFCA
6720503,LA,190054,2023,1,0,1,0,0,Neither current nor planned
6720520,LA,193300,2023,1,1,1,0,1,Planned TEFCA
6720696,LA,190313,2023,1,1,1,0,1,Planned TEFCA
6720761,LA,191306,2023,0,1,1,0,1,Planned TEFCA
6720767,LA,190151,2023,0,0,1,0,0,Neither current nor planned
6720888,LA,190090,2023,0,0,0,1,0,Current TEFCA
6730069,OK,370227,2023,1,0,1,0,1,Planned TEFCA
6730072,OK,370228,2024,0,1,1,0,0,Neither current nor planned
6730074,OK,370008,2024,0,0,1,0,1,Planned TEFCA
6730100,OK,370030,2024,0,0,1,0,1,Planned TEFCA
6730102,OK,371307,2023,0,0,0,0,0,Neither current nor planned
6730104,OK,370041,2023,1,0,0,0,0,Neither current nor planned
6730123,OK,371303,2024,1,0,1,0,1,Planned TEFCA
6730170,OK,370039,2024,0,1,1,0,0,Neither current nor planned
6730220,OK,371319,2023,0,0,0,0,0,Neither current nor planned
6730360,OK,370016,2023,1,1,1,0,1,Planned TEFCA
6730380,OK,370026,2023,1,0,1,0,0,Neither current nor planned
6730505,OK,371321,2023,0,1,0,0,1,Planned TEFCA
6730570,OK,370097,2024,1,0,0,0,1,Planned TEFCA
6730580,OK,371330,2024,1,0,1,0,0,Neither current nor planned
6730590,OK,370034,2023,0,0,1,0,0,Neither current nor planned
6730710,OK,371327,2023,0,1,0,0,0,Neither current nor planned
6730947,OK,370139,2024,0,0,1,0,1,Planned TEFCA
6730960,OK,370006,2023,0,1,0,0,0,Neither current nor planned
6730975,OK,370015,2024,0,1,1,0,0,Neither current nor planned
6730980,OK,370158,2024,0,1,0,0,0,Neither current nor planned
6731030,OK,371336,2023,0,0,0,0,0,Neither current nor planned
6731180,OK,370001,2024,0,1,1,0,0,Neither current nor planned
6731215,OK,370091,2023,0,0,0,0,0,Neither current nor planned
6731255,OK,370166,2024,0,0,0,0,0,Neither current nor planned
6731275,OK,371311,2024,1,1,1,1,0,Current TEFCA
6739105,OK,370112,2024,1,0,1,1,0,Current TEFCA
6739125,OK,370078,2023,0,1,1,0,0,Neither current nor planned
6740020,TX,450229,2024,0,0,1,0,0,Neither current nor planned
6740038,TX,453306,2023,1,1,1,0,1,Planned TEFCA
6740091,TX,450346,2024,1,0,1,0,0,Neither current nor planned
6740196,TX,450831,2024,0,0,0,0,1,Planned TEFCA
6740215,TX,451328,2024,1,0,1,1,0,Current TEFCA
6740226,TX,451310,2024,1,1,1,0,1,Planned TEFCA
6740232,TX,450869,2023,0,0,0,0,0,Neither current nor planned
6740235,TX,450465,2024,0,0,0,0,0,Neither current nor planned
6740291,TX,450874,2023,1,0,0,0,0,Neither current nor planned
6740313,TX,450883,2023,0,1,0,0,0,Neither current nor planned
6740316,TX,450518,2023,1,0,0,0,1,Planned TEFCA
6740420,TX,451348,2024,0,0,0,0,0,Neither current nor planned
6740460,TX,450028,2023,1,0,0,0,0,Neither current nor planned
6740559,TX,670310,2023,0,0,0,1,0,Current TEFCA
6740573,TX,451390,2023,1,0,0,0,0,Neither current nor planned
6740646,TX,450119,2023,1,0,1,0,0,Neither current nor planned
6740660,TX,451347,2023,0,0,0,0,0,Neither current nor planned
6740737,TX,453301,2023,1,1,0,0,1,Planned TEFCA
6740845,TX,451345,2024,0,0,0,0,0,Neither current nor planned
6740890,TX,451331,2024,0,0,0,0,0,Neither current nor planned
6740937,TX,670078,2024,0,0,0,0,0,Neither current nor planned
6740964,TX,450678,2023,1,0,1,0,1,Planned TEFCA
6740984,TX,670090,2023,0,0,1,0,0,Neither current nor planned
6740997,TX,670259,2024,0,0,1,1,0,Current TEFCA
6741019,TX,670267,2024,0,0,0,0,0,Neither current nor planned
6741071,TX,670097,2023,0,0,0,0,0,Neither current nor planned
6741136,TX,670135,2023,0,0,0,0,0,Neither current nor planned
6741210,TX,451304,2023,0,0,0,0,0,Neither current nor planned
6741248,TX,670280,2024,0,0,0,0,0,Neither current nor planned
6741511,TX,450604,2024,1,0,1,0,0,Neither current nor planned
6741545,TX,451300,2023,0,0,0,0,0,Neither current nor planned
6741620,TX,451379,2024,1,0,0,0,0,Neither current nor planned
6741690,TX,450235,2024,1,0,1,1,0,Current TEFCA
6741840,TX,451395,2024,1,0,1,0,0,Neither current nor planned
6742058,TX,450241,2024,0,0,1,0,1,Planned TEFCA
6742070,TX,450194,2024,0,0,0,0,0,Neither current nor planned
6742098,TX,451306,2023,0,0,0,0,0,Neither current nor planned
6742250,TX,450755,2023,1,1,1,0,1,Planned TEFCA
6742291,TX,450698,2023,1,0,0,0,0,Neither current nor planned
6742318,TX,451396,2024,0,0,0,0,0,Neither current nor planned
6742360,TX,450040,2023,1,1,1,0,1,Planned TEFCA
6742577,TX,451372,2023,0,0,0,0,0,Neither current nor planned
6742583,TX,450656,2024,1,0,1,0,0,Neither current nor planned
6742840,TX,450539,2023,1,1,1,0,1,Planned TEFCA
6742853,TX,451356,2024,1,0,0,0,0,Neither current nor planned
6742960,TX,451313,2023,0,1,0,0,0,Neither current nor planned
6743145,TX,451360,2024,1,0,1,0,1,Planned TEFCA
6743220,TX,451340,2023,0,0,0,0,0,Neither current nor planned
6743545,TX,451339,2023,0,0,1,0,0,Neither current nor planned
6743556,TX,450690,2024,0,0,0,0,0,Neither current nor planned
6743581,TX,451338,2023,0,0,0,0,0,Neither current nor planned
6743630,TX,450147,2023,0,0,0,0,0,Neither current nor planned
6743720,TX,451355,2023,0,0,0,0,0,Neither current nor planned
6749260,TX,451361,2023,0,0,0,0,0,Neither current nor planned
6749520,TX,451333,2024,1,1,1,1,0,Current TEFCA
6810030,MT,270049,2023,1,1,1,0,1,Planned TEFCA
6810040,MT,270057,2023,1,1,0,0,1,Planned TEFCA
6810055,MT,270017,2023,1,1,1,0,1,Planned TEFCA
6810095,MT,271307,2023,0,0,0,0,0,Neither current nor planned
6810123,MT,271308,2024,0,1,1,0,1,Planned TEFCA
6810380,MT,271345,2024,1,0,1,0,0,Neither current nor planned
6810395,MT,271317,2023,1,0,1,0,0,Neither current nor planned
6810410,MT,271347,2023,1,1,1,0,1,Planned TEFCA
6810430,MT,270014,2023,1,1,1,0,1,Planned TEFCA
6810460,MT,271343,2023,1,1,1,0,1,Planned TEFCA
6819080,MT,271331,2023,1,0,1,0,0,Neither current nor planned
6820040,ID,130007,2024,0,1,1,1,0,Current TEFCA
6820075,ID,131326,2023,1,1,1,0,1,Planned TEFCA
6820095,ID,131308,2024,0,0,0,0,0,Neither current nor planned
6820220,ID,131327,2024,0,1,1,1,0,Current TEFCA
6820240,ID,130013,2024,0,1,1,1,0,Current TEFCA
6820265,ID,131320,2023,0,0,0,0,0,Neither current nor planned
6820310,ID,131322,2023,0,0,0,0,0,Neither current nor planned
6820347,ID,131317,2023,1,1,0,0,0,Neither current nor planned
6820355,ID,131305,2023,0,0,1,0,0,Neither current nor planned
6820360,ID,131328,2023,0,0,1,0,0,Neither current nor planned
6820370,ID,131309,2023,1,0,1,1,0,Current TEFCA
6830040,WY,530012,2024,1,0,1,0,1,Planned TEFCA
6830080,WY,531302,2024,0,0,1,0,0,Neither current nor planned
6830085,WY,530032,2024,0,0,1,0,0,Neither current nor planned
6830150,WY,530015,2024,1,0,0,0,0,Neither current nor planned
6830205,WY,531309,2023,1,0,1,0,1,Planned TEFCA
6830262,WY,531304,2023,0,0,0,0,0,Neither current nor planned
6830265,WY,531307,2024,1,0,1,0,1,Planned TEFCA
6830268,WY,531305,2024,1,0,1,0,1,Planned TEFCA
6830280,WY,531306,2024,1,0,1,0,1,Planned TEFCA
6840012,CO,060009,2023,1,1,1,0,1,Planned TEFCA
6840021,CO,060116,2023,1,1,1,0,1,Planned TEFCA
6840067,CO,060004,2023,1,1,1,0,1,Planned TEFCA
6840070,CO,061303,2024,1,0,1,0,1,Planned TEFCA
6840130,CO,061343,2023,0,0,1,0,0,Neither current nor planned
6840240,CO,060071,2024,0,0,1,0,1,Planned TEFCA
6840290,CO,060011,2023,1,1,1,0,1,Planned TEFCA
6840400,CO,060028,2023,1,1,1,0,1,Planned TEFCA
6840445,CO,060126,2024,1,0,1,0,1,Planned TEFCA
6840625,CO,060023,2023,1,1,1,0,1,Planned TEFCA
6840650,CO,060001,2024,1,0,1,0,1,Planned TEFCA
6840715,CO,061310,2023,0,0,0,0,0,Neither current nor planned
6840730,CO,061336,2023,0,0,1,0,0,Neither current nor planned
6840782,CO,060030,2024,1,0,1,0,1,Planned TEFCA
6840885,CO,061317,2024,0,0,1,0,1,Planned TEFCA
6840920,CO,060076,2024,1,0,1,0,1,Planned TEFCA
6840940,CO,061321,2023,0,0,0,0,0,Neither current nor planned
6849090,CO,061300,2024,0,0,0,0,0,Neither current nor planned
6850260,NM,320065,2023,1,1,1,0,1,Planned TEFCA
6850343,NM,321307,2024,1,0,1,0,0,Neither current nor planned
6850396,NM,320089,2023,1,1,1,1,0,Current TEFCA
6860013,AZ,030089,2024,1,0,1,0,1,Planned TEFCA
6860016,AZ,030065,2024,1,0,1,0,1,Planned TEFCA
6860019,AZ,030103,2023,0,1,1,0,1,Planned TEFCA
6860020,AZ,030006,2023,1,1,1,0,1,Planned TEFCA
6860025,AZ,030016,2024,1,0,1,0,1,Planned TEFCA
6860036,AZ,030115,2024,1,0,1,0,1,Planned TEFCA
6860043,AZ,030122,2024,1,0,1,0,1,Planned TEFCA
6860059,AZ,030130,2024,1,0,1,0,1,Planned TEFCA
6860185,AZ,030088,2024,1,0,1,0,1,Planned TEFCA
6860205,AZ,031317,2023,0,1,1,0,0,Neither current nor planned
6860215,AZ,031304,2024,1,0,1,0,1,Planned TEFCA
6860225,AZ,031318,2024,1,0,1,0,1,Planned TEFCA
6860250,AZ,030002,2024,1,0,1,0,1,Planned TEFCA
6860263,AZ,030134,2024,1,0,1,0,1,Planned TEFCA
6860360,AZ,031319,2023,0,0,1,0,0,Neither current nor planned
6860378,AZ,030061,2024,1,0,1,0,1,Planned TEFCA
6860430,AZ,030093,2024,1,0,1,0,1,Planned TEFCA
6860450,AZ,030111,2024,1,0,1,0,1,Planned TEFCA
6860473,AZ,030147,2024,1,0,1,0,1,Planned TEFCA
6860516,AZ,030064,2024,1,0,1,0,1,Planned TEFCA
6870010,UT,460023,2023,1,1,1,0,1,Planned TEFCA
6870050,UT,460007,2023,1,1,1,0,1,Planned TEFCA
6870055,UT,461300,2023,1,1,1,0,1,Planned TEFCA
6870070,UT,461301,2023,1,1,1,0,1,Planned TEFCA
6870091,UT,461307,2023,1,1,1,0,1,Planned TEFCA
6870120,UT,460015,2023,1,1,1,0,1,Planned TEFCA
6870124,UT,460058,2023,1,1,1,0,1,Planned TEFCA
6870130,UT,461302,2023,0,0,0,0,0,Neither current nor planned
6870135,UT,461303,2023,1,1,1,0,1,Planned TEFCA
6870141,UT,460010,2023,1,1,1,0,1,Planned TEFCA
6870145,UT,461304,2023,1,1,1,0,0,Neither current nor planned
6870160,UT,460004,2023,1,1,1,0,1,Planned TEFCA
6870189,UT,460057,2023,1,1,1,0,1,Planned TEFCA
6870220,UT,460001,2023,1,1,1,0,1,Planned TEFCA
6870230,UT,460026,2023,1,1,1,0,1,Planned TEFCA
6870235,UT,460019,2023,1,0,1,0,0,Neither current nor planned
6870245,UT,460021,2023,1,1,1,0,1,Planned TEFCA
6870260,UT,460006,2023,1,1,1,0,1,Planned TEFCA
6870280,UT,463301,2023,1,1,1,0,1,Planned TEFCA
6870333,UT,460014,2023,1,1,1,0,0,Neither current nor planned
6870365,UT,460039,2023,1,1,1,0,1,Planned TEFCA
6870379,UT,460061,2023,1,1,1,0,1,Planned TEFCA
6870410,UT,460043,2023,1,1,1,0,1,Planned TEFCA
6870417,UT,460062,2023,1,1,1,0,1,Planned TEFCA
6870500,UT,460044,2023,1,1,1,0,1,Planned TEFCA
6879080,UT,461333,2023,1,1,1,0,1,Planned TEFCA
6879346,UT,461310,2024,0,0,1,0,1,Planned TEFCA
6880031,NV,290049,2023,1,1,1,0,0,Neither current nor planned
6880045,NV,291302,2024,1,0,1,0,0,Neither current nor planned
6880050,NV,291313,2024,1,0,1,0,1,Planned TEFCA
6880130,NV,290001,2023,1,1,1,0,0,Neither current nor planned
6880150,NV,291308,2023,0,0,0,0,0,Neither current nor planned
6880155,NV,291314,2023,0,0,0,0,0,Neither current nor planned
6910001,WA,500030,2023,1,1,1,1,0,Current TEFCA
6910060,WA,500051,2024,1,1,1,0,1,Planned TEFCA
6910160,WA,501309,2023,1,1,1,0,1,Planned TEFCA
6910200,WA,501326,2023,1,1,1,0,1,Planned TEFCA
6910355,WA,500041,2023,1,1,1,1,0,Current TEFCA
6910401,WA,501340,2023,1,1,1,1,0,Current TEFCA
6910420,WA,500003,2023,1,1,1,0,0,Neither current nor planned
6910470,WA,501301,2023,0,0,1,0,0,Neither current nor planned
6910480,WA,500072,2023,0,1,1,0,0,Neither current nor planned
6910490,WA,501323,2023,0,1,0,0,0,Neither current nor planned
6910492,WA,501312,2023,1,0,0,0,0,Neither current nor planned
6910495,WA,501331,2023,1,1,1,0,1,Planned TEFCA
6910530,WA,500058,2023,1,1,1,0,1,Planned TEFCA
6910810,WA,501329,2023,1,1,1,1,0,Current TEFCA
6910894,WA,500077,2023,1,1,1,0,1,Planned TEFCA
6910980,WA,500054,2023,1,1,1,0,1,Planned TEFCA
6911018,WA,500129,2023,1,1,1,0,0,Neither current nor planned
6911130,WA,500050,2023,1,1,1,1,0,Current TEFCA
6911170,WA,500002,2023,1,1,1,0,1,Planned TEFCA
6911195,WA,500016,2024,1,1,1,0,1,Planned TEFCA
6911260,WA,500036,2023,1,0,0,0,0,Neither current nor planned
6920004,OR,380021,2023,1,1,0,0,0,Neither current nor planned
6920025,OR,380005,2023,0,1,1,0,0,Neither current nor planned
6920051,OR,380102,2023,1,1,1,1,0,Current TEFCA
6920060,OR,381315,2024,0,1,1,1,0,Current TEFCA
6920065,OR,381304,2024,1,0,1,0,1,Planned TEFCA
6920105,OR,381312,2023,1,0,1,0,0,Neither current nor planned
6920125,OR,381301,2023,1,1,1,1,0,Current TEFCA
6920140,OR,381306,2023,0,1,0,0,0,Neither current nor planned
6920160,OR,380033,2023,1,1,1,1,0,Current TEFCA
6920163,OR,381316,2023,1,1,1,1,0,Current TEFCA
6920190,OR,381318,2023,1,1,1,0,1,Planned TEFCA
6920207,OR,380050,2023,1,1,1,1,0,Current TEFCA
6920231,OR,381309,2023,1,0,0,0,0,Neither current nor planned
6920242,OR,381324,2024,1,0,1,1,0,Current TEFCA
6920290,OR,380075,2023,1,1,1,0,1,Planned TEFCA
6920296,OR,380082,2023,1,1,1,0,1,Planned TEFCA
6920315,OR,380037,2023,1,1,1,0,1,Planned TEFCA
6920340,OR,380052,2024,0,1,1,1,0,Current TEFCA
6920350,OR,380038,2023,1,1,1,0,1,Planned TEFCA
6920520,OR,380061,2023,1,1,1,0,1,Planned TEFCA
6920540,OR,380004,2023,1,1,1,0,1,Planned TEFCA
6920610,OR,381313,2023,1,1,1,0,0,Neither current nor planned
6920708,OR,380051,2023,1,1,0,0,0,Neither current nor planned
6920725,OR,381303,2023,1,1,1,0,1,Planned TEFCA
6920741,OR,380020,2023,0,0,0,0,0,Neither current nor planned
6930015,CA,050076,2023,0,1,1,0,0,Neither current nor planned
6930029,CA,050690,2024,1,1,1,0,1,Planned TEFCA
6930048,CA,050091,2023,0,0,0,0,0,Neither current nor planned
6930107,CA,050283,2023,1,1,1,0,1,Planned TEFCA
6930113,CA,053306,2024,0,1,1,1,0,Current TEFCA
6930131,CA,050394,2023,1,0,0,0,0,Neither current nor planned
6930322,CA,051324,2024,1,0,1,0,0,Neither current nor planned
6930374,CA,050780,2023,0,1,1,0,1,Planned TEFCA
6930399,CA,050782,2024,1,0,0,0,0,Neither current nor planned
6930480,CA,050496,2024,1,1,0,0,1,Planned TEFCA
6930810,CA,050093,2024,0,0,1,1,0,Current TEFCA
6930827,CA,050468,2024,0,0,1,0,1,Planned TEFCA
6930970,CA,051337,2023,0,0,0,0,1,Planned TEFCA
6931180,CA,050204,2024,1,0,1,0,0,Neither current nor planned
6931300,CA,050110,2023,0,0,1,0,0,Neither current nor planned
6931387,CA,050641,2023,0,0,1,0,1,Planned TEFCA
6931670,CA,050063,2024,0,0,1,1,0,Current TEFCA
6931850,CA,051304,2023,1,0,0,0,0,Neither current nor planned
6932287,CA,053304,2024,1,1,1,0,1,Planned TEFCA
6932440,CA,050254,2024,1,1,1,0,1,Planned TEFCA
6932450,CA,050231,2023,1,0,1,1,0,Current TEFCA
6932470,CA,051300,2024,1,0,1,0,0,Neither current nor planned
6932745,CA,050334,2023,1,1,1,0,1,Planned TEFCA
6932779,CA,050757,2023,1,1,1,0,1,Planned TEFCA
6933020,CA,050152,2024,1,0,1,0,1,Planned TEFCA
6933050,CA,050457,2024,1,0,1,0,1,Planned TEFCA
6933520,CA,050090,2024,1,1,1,1,0,Current TEFCA
6933610,CA,050122,2024,0,0,1,1,0,Current TEFCA
6933645,CA,051320,2024,1,0,1,0,1,Planned TEFCA
6933659,CA,050352,2023,1,1,0,0,0,Neither current nor planned
6933820,CA,050159,2024,1,0,1,0,0,Neither current nor planned
6933853,CA,050180,2024,1,1,0,0,1,Planned TEFCA
6933940,CA,051316,2023,0,0,1,0,0,Neither current nor planned
6940010,AK,020026,2024,1,0,1,0,1,Planned TEFCA
6940058,AK,020012,2023,1,0,1,0,0,Neither current nor planned
6940100,AK,021311,2023,1,1,1,1,0,Current TEFCA
6940160,AK,021304,2023,1,0,1,0,0,Neither current nor planned
6950275,HI,121308,2024,0,0,0,0,0,Neither current nor planned
